Author,Additional Authors,Title,Year,Publication,Publisher,Media Format,Link,Region,Country,Language,Theme_1,Theme_2,Theme_3,Theme_4,Open Source?,other tags/notes
"Thomas, June Manning",Julia Darnton,Social Diversity and Economic Development in the Metropolis,2006,Journal of Planning Literature,,Journal Article,https://journals.sagepub.com/doi/10.1177/0885412206292259,North America,United States,English,Development and Gentrification,Racial and Social Justice,,,,
"Thomas, June Manning",,The Minority-Race Planner in the Quest for a Just City,2008,Planning Theory,,Journal Article,https://journals.sagepub.com/doi/10.1177/1473095208094822,North America,United States,English,Black Perspectives on Planning Practice and Education,Racial and Social Justice,,,,
"Thomas, June Manning",,Josephine Gomon Plans for Detroit’s Rehabilitation,2018,Journal of Planning History,,Journal Article,https://journals.sagepub.com/doi/abs/10.1177/1538513217724554?journalCode=jpha,North America,United States,English,Public Housing and Cooperatives,Development and Gentrification,Feminist and Queer Urbanism ,,,
"Thomas, June Manning",,Socially Responsible Practice:The Battle to Reshape the American Institute of Planners,2019,Journal of Planning History,,Journal Article,https://journals.sagepub.com/doi/10.1177/1538513218786007,North America,United States,English,Black Perspectives on Planning Practice and Education,,,,,
"Travis, Jack",,"Resistance, Education and the Collective Will of the Just City",2015,Just City Essays: Volume One,"J. Max Bond Center, CUNY",Book - Chapter,https://static1.squarespace.com/static/5b5dfb72697a9837b1f6751b/t/5b7d8b5a88251b1adad06c60/1534954340713/JustCityEssays.pdf,North America,United States,English,Community Organizing and Citizen Participation,Racial and Social Justice,,,,
"Walcott, Rinaldo",,A Tough Geography’: Towards a Poetics of Black Space(s) in Canada,2004,Unhomely States: Theorizing English-Canadian Postcolonialism,Insomniac Press,Book - Chapter,https://books.google.ca/books?id=rnsKM8QAD8AC&pg=PA277&lpg=PA277&dq=A+Tough+Geography%E2%80%99:+Towards+a+Poetics+of+Black+Space(s)+in+Canada%09Unhomely+States:+Theorizing+English-Canadian+Postcolonialism&source=bl&ots=N3EZB5lU4E&sig=ACfU3U3T-obx4wCGb8xfoIlDl2boxQJydA&hl=en&sa=X&ved=2ahUKEwiiicznu9_rAhV0l3IEHSgrD1AQ6AEwAnoECAEQAQ#v=onepage&q=A%20Tough%20Geography%E2%80%99%3A%20Towards%20a%20Poetics%20of%20Black%20Space(s)%20in%20Canada%09Unhomely%20States%3A%20Theorizing%20English-Canadian%20Postcolonialism&f=false,North America,Canada,English,"Politics of Land, Property, and Colonialism",,,,,
"Walcott, Rinaldo",,Black Like Who?,1997,,Insomniac Press,Book - Entire,https://books.google.ca/books/about/Black_Like_Who.html?id=0KE0ZEpIzywC,North America,Canada,English,"Culture, Placemaking, and Black Geographies",,,,,
"Wilkins, Craig",,"The Aesthetics of Equity: Notes on Race, Space, Architecture and Music",2007,,University of Minnesota Press,Book - Entire,https://www.upress.umn.edu/book-division/books/the-aesthetics-of-equity,North America,United States,English,Architecture and Urban Design,Racial and Social Justice,,,,
"Wilkins, Craig",,Activist Architecture: The Philosophy & Practice of Community Design Centers,2015,,DCDC,Book - Entire,https://books.google.ca/books/about/Activist_Architecture.html?id=eM6JrgEACAAJ&redir_esc=y,North America,United States,English,Architecture and Urban Design,,,,,
"Wilkins, Craig",,Diversity Among Architects: From Margin to Center,2016,,Routledge Press,Book - Entire,https://books.google.ca/books/about/Diversity_Among_Architects.html?id=dRe4CwAAQBAJ&source=kp_book_description&redir_esc=y,North America,United States,English,Architecture and Urban Design,,,,,
"Wilkins, Craig",,(W)rapped Space: The Architecture of Hip-Hop,2000,Journal of Architecture Education,,Journal Article,https://onlinelibrary.wiley.com/doi/abs/10.1162/104648800564680,North America,United States,English,Architecture and Urban Design,"Culture, Placemaking, and Black Geographies",,,,
Willie Jamaal Wright,"Bledsoe, Adam",The anti-Blackness of global capital,2019,Environment and Planning D: Society and Space,,Journal Article,https://journals.sagepub.com/doi/full/10.1177/0263775818805102,North America,Multiple countries / Global,English,"Politics of Land, Property, and Colonialism",Racial and Social Justice,,,,
"Wilson, Mabel O.",,The Multicultural City,2013,Rethinking the American City: An International Dialogue,University of Pennsylvania Press,Book - Chapter,https://doi.org/10.9783/9780812209013.49,North America,United States,English,Architecture and Urban Design,"Culture, Placemaking, and Black Geographies",,,,
"Wilson, Mabel O.",,The inscription of blackness in Le Corbusier's Radiant City,1998,Places Through the Body,Routledge,Book - Chapter,https://books.google.ca/books?hl=en&lr=&id=xkZWqUWs9FEC&oi=fnd&pg=PA133&dq=info:paxodP5K5HYJ:scholar.google.com&ots=4sim-4ZI6t&sig=UJSWp_YbVWIAWQwbLxHCGSjKtM4&redir_esc=y#v=onepage&q&f=false,Global,Multiple countries / Global,English,Architecture and Urban Design,,,,,
"Wilson, Mabel O.","Gooden, Mario",Image Cities Spectacles: Imagining a World Class African City,2015,Entr’acte,,Book - Chapter,https://link.springer.com/content/pdf/bfm%3A978-1-137-41418-2%2F3%2F1.pdf,Africa,Multiple countries / Global,English,Architecture and Urban Design,,,,,
"Wilson, Mabel O.",Charles L. Davis II and Irene Cheng,Race and Modern Architecture: A Critical History from the Enlightenment to the Present,2020,,University of Pittsburgh Press,Book - Entire,https://books.google.ca/books/about/Race_and_Modern_Architecture.html?id=UxHjDwAAQBAJ&source=kp_book_description&redir_esc=y,Global,Multiple countries / Global,English,Architecture and Urban Design,Racial and Social Justice,,,,
"Wilson, Mabel O.",,Negro Building: Black Americans in the World of Fairs and Museums,2012,,Univ of California Press,Book - Entire,https://sites.hampshire.edu/blackaesthetics/files/2017/01/Wilson_Negro_Building_intro_prol.pdf,North America,United States,English,Architecture and Urban Design,"Culture, Placemaking, and Black Geographies",,,,
"Wilson, Mabel O.","Golden, Thelma","Black in Harlem: Architects, Racism and the City",2003,,,Book - Entire,https://books.google.ca/books/about/Harlemworld.html?id=nq8yAQAAIAAJ&redir_esc=y,North America,United States,English,Architecture and Urban Design,,,,,
"Wilson, William Julius",,"The Truly Disadvantaged: The Inner City, the Underclass, and Public Policy",1987,,University of Chicago Press,Book - Entire,https://press.uchicago.edu/ucp/books/book/chicago/T/bo13375722.html,North America,United States,English,Racial and Social Justice,Municipal Policy and Governance,,,,
"Yasin, Amina",,Whose Streets? Black Streets,2020,The Tyee,,Online Material,"https://thetyee.ca/Analysis/2020/06/18/Whose-Streets-Black-Streets/ ",North America,United States,English,Racial and Social Justice,Black Perspectives on Planning Practice and Education,,,,
"Dozier, Deshonay",,A response to abolitionist planning: There is no room for 'Planners' in the movement for abolition,2018,Progressive City,,Online Material,https://www.progressivecity.net/single-post/2018/08/09/A-RESPONSE-TO-ABOLITIONIST-PLANNING-THERE-IS-NO-ROOM-FOR-%E2%80%98PLANNERS%E2%80%99-IN-THE-MOVEMENT-FOR-ABOLITION,North America,United States,English,Black Perspectives on Planning Practice and Education,"Crime, Policing, and Surveillance",Racial and Social Justice,,,
"Case, Cheryll",,Housing in Focus,2018,,CP Planning,Report,https://cpplanning.ca/housing-in-focus,North America,Canada,English,Community Organizing and Citizen Participation,Development and Gentrification,,,Yes,
"Case, Cheryll",,Protecting the Vibrancy of Residential Neighbourhoods,2017,,CP Planning,Report,,North America,Canada,English,Municipal Policy and Governance,Development and Gentrification,,,Yes,
"Case, Cheryll",,Feminist Narratives on Cities,2019,,CP Planning,Multimedia / Other,https://cpplanning.ca/feminist-narratives,North America,Canada,English,Feminist and Queer Urbanism ,Development and Gentrification,,,Yes,
"Case, Cheryll (ed.)","Bozikovic, Alex; Lorinc, John; Vaughan, Annabel ",House Divided: How the Missing Middle Will Solve Toronto's Affordability Crisis,2019,,Coach House,Book - Entire,https://chbooks.com/Books/H/House-Divided,North America,Canada,English,Community Organizing and Citizen Participation,Development and Gentrification,Urban History,,Yes,
"Case, Cheryll",,How Neighbourhoods are Built to Keep Out Single Women,2019,The Walrus,,Online Material,https://thewalrus.ca/how-neighbourhoods-are-built-to-keep-out-single-women/,North America,Canada,English,Feminist and Queer Urbanism ,Development and Gentrification,Urban History,,Yes,
"Case, Cheryll",,Housing Toronto,2019,Spacing Radio,Spacing,Podcast,http://spacing.ca/toronto/2019/02/27/podcast-spacing-radio-032-housing-toronto/,North America,Canada,English,Mapping and GIS,Development and Gentrification,Urban History,,Yes,
Black Urbanism Toronto,,A Black Business Conversation on Planning for the Future of Black Businesses and Residents on Eglinton Ave W.,2020,,"Black Urbanism TO, URSA, OACC",Report,http://www.mediafire.com/file/rsh7es62c7x6fjb/BUSINESS_CONVERSATIONS_REPORT__2020-07-22.pdf/file?fbclid=IwAR07viBWRCxe1SWMl1YWiG4OX6GmVkA54tm_FxjvwWEwXB6Ol2srwr_CDPs,North America,Canada,English,"Culture, Placemaking, and Black Geographies",Black Perspectives on Planning Practice and Education,Architecture and Urban Design,Racial and Social Justice,Yes,
"Nash, Gervais","Ahsan, Saquib; Belay, Ruth; Moriah, Abigail",Why is Urban Planning so White,2020,Spacing Magazine,Spacing,Online Material,http://spacing.ca/toronto/2020/08/25/why-is-urban-planning-so-white/,North America,Canada,English,Racial and Social Justice,,,,,
"Ward, Ariel",,A Tale of Two Truths: Transportation and Nuance in the Time of COVID-19,2020,Medium,,Online Material,https://medium.com/at-the-intersections/a-tale-of-two-truths-transportation-and-nuance-in-the-time-of-covid-19-9bc99ff8c005,North America,United States,English,Racial and Social Justice,"Crime, Policing, and Surveillance",Transportation,,Yes,
"Bullard, Robert",,The Quest for Environmental Justice and the Politics of Place and Race,2020,,Climate Reality Project,Online Material,https://climaterealityproject.org/blog/quest-environmental-justice-and-politics-place-and-race,North America,United States,English,Racial and Social Justice,Segregation and Redlining,"Sustainability, Environment, and Health",,Yes,
"Ford, Michael",,"Architects, Designers and Planners: #BlackLivesMatter and You Must Speak Up!",2020,Azure Magazine,,Online Material,https://www.azuremagazine.com/article/architects-designers-and-planners-blacklivesmatter-and-you-must-speak-up/,North America,United States,English,Racial and Social Justice,Black Perspectives on Planning Practice and Education,Architecture and Urban Design,,Yes,
"N'Zengou-Tayo, Marie-Jose D.",,"Imaginary City, Literary Spaces: Port-au-Prince in Some Recent Haitian Fiction",2003,Journal for African Culture and Society,,Journal Article,,Caribbean,Haïti,English,Racial and Social Justice,Mapping and GIS,,,Maybe,
"Opoko, Akunnaya Pearl","Ibem, Eziyi; Adeyemi, Ekundayo",Housing aspiration in an informal urban settlement: A case study,2015,Urbani izziv,,Journal Article,https://www.jstor.org/stable/24906060#metadata_info_tab_contents,Africa,Nigeria,English,Racial and Social Justice,"Politics of Land, Property, and Colonialism",,,Maybe,
"Thérasmé, Kelogue",,Dynamiques sociales et appropriation informelle des espaces publics dans les villes du sud: le cas du centre-ville de Port-au-Prince,2011,,Université du Québec à Montréal,Thesis,https://core.ac.uk/download/pdf/9541395.pdf,Caribbean,Haïti,French,Racial and Social Justice,Public Space and Parks,,,Yes,
"Anglade, Georges",,L’espace haïtien,1974,,Presses de l'Universite du Québec,Book - Entire,http://classiques.uqac.ca/contemporains/anglade_georges/mon_pays_dhaiti/mon_pays_dhaiti.html,Caribbean,Haïti,French,"Politics of Land, Property, and Colonialism",Architecture and Urban Design,"Culture, Placemaking, and Black Geographies",,No,
"Diop, Djibril",,Urbanisation et gestion du foncier urbain à Dakar: Défis et perspectives,2012,,L'Harmattan,Book - Entire,https://books.google.ca/books/about/Urbanisation_et_gestion_du_foncier_urbai.html?id=IPGDJ6teeswC&redir_esc=y,Africa,Senégal,French,"Politics of Land, Property, and Colonialism",Municipal Policy and Governance,,,No,
"Lewis, Earl",,"In their Own Interests: Race, Class, and Power in Twentieth-Century Norfolk, Virginia",1991,,Univ of California Press,Book - Entire,https://www.ucpress.edu/book/9780520084445/in-their-own-interests,North America,United States,English,Urban History,Community Organizing and Citizen Participation,Racial and Social Justice,,,
"Simpson, Sheryl-Ann",,"Prisons, Policing and Planing: Making the Connections Visible",2015,Prograssive Planning,,Journal Article,http://www.plannersnetwork.org/wp-content/uploads/2015/06/PPM_Sp2015_Simpson.pdf,North America,United States,English,Black Perspectives on Planning Practice and Education,Racial and Social Justice,,,,
"Lowe, Jeffrey",,Black Lives Don’t Matter in APA’s Colorblind Planning: APA Rejected Legislative Policy Guide on Criminal Justice,2015,Prograssive Planning,,Journal Article,http://www.plannersnetwork.org/wp-content/uploads/2015/06/PPM_Sp2015_Lowe.pdf,North America,United States,English,"Crime, Policing, and Surveillance",Black Perspectives on Planning Practice and Education,,,,
"Lowe, Jeffrey",,"Rebuilding Communities the Public Trust Way: Community Foundation Assistance to CDCs, 1980-2000",2006,,Lexington,Book - Entire,https://books.google.ca/books?hl=en&lr=&id=_ghbcOWIvPsC&oi=fnd&pg=PP11&dq=rebuilding+communities+the+public+trust+way&ots=xafdmswW9F&sig=hCuEGl2YMU8ire_7nn__QsZH8Gg&redir_esc=y#v=onepage&q=rebuilding%20communities%20the%20public%20trust%20way&f=false,North America,United States,English,Urban History,Development and Gentrification,Municipal Policy and Governance,,,
"Lowe, Jeffrey","King, Lester O",“We want to do it differently”: Resisting gentrification in Houston’s Northern Third Ward,2018,Journal of Urban Affairs,,Journal Article,https://www.tandfonline.com/doi/abs/10.1080/07352166.2018.1495039,North America,United States,English,Development and Gentrification,Urban History,Community Organizing and Citizen Participation,,,
"Lowe, Jeffrey","Thaden, Emily",Deepening stewardship: resident engagement in community land trusts,2015,Urban Geography,,Journal Article,https://www.tandfonline.com/doi/abs/10.1080/02723638.2015.1101250,North America,United States,English,Community Organizing and Citizen Participation,Public Housing and Cooperatives,,,,
"Lowe, Jeffrey",,Policy versus politics: post-Hurricane Katrina lower-income housing restoration in Mississippi,2012,Housing Policy Debate,,Journal Article,https://www.tandfonline.com/doi/abs/10.1080/10511482.2011.624529,North America,United States,English,Urban History,Public Housing and Cooperatives,Municipal Policy and Governance,Community Organizing and Citizen Participation,,
"Ruffin, Jermaine",,For Those Who Love the Built Environment: Anxiety of a Black Urban Planner,2020,,,Journal Article,https://medium.com/@streetsareplanning/for-those-who-love-the-built-environment-anxiety-of-a-black-urban-planner-5000a8d35adb,North America,United States,English,Black Perspectives on Planning Practice and Education,"Crime, Policing, and Surveillance",Racial and Social Justice,,Yes,
"Ruffin, Jermaine",,The Streets Are Planning Podcast,2020,,,Podcast,https://www.thestreetsareplanning.com/,North America,United States,English,Black Perspectives on Planning Practice and Education,,,,Yes,
"Fullilove, Mindy Thompson",,Main Street: How a City's Heart Connects Us All,2020,,New Village Press,Book - Entire,https://books.google.ca/books/about/Main_Street.html?id=iST3DwAAQBAJ&redir_esc=y,Global,Multiple countries / Global,English,,Architecture and Urban Design,Development and Gentrification,Urban History,Maybe,
"Haynes, Bruce D.",,"Red Lines, Black Spaces: The Politics of Race and Space in a Black Middle-Class Suburb",2006,,Yale University Press,Book - Entire,https://books.google.ca/books/about/Red_Lines_Black_Spaces.html?id=IOWpH1rrKggC&printsec=frontcover&source=kp_read_button&redir_esc=y#v=onepage&q&f=false,North America,United States,English,,Segregation and Redlining,Development and Gentrification,Urban History,No,
"Sutton, Stacey",,Rethinking Commercial Revitalization: A Neighborhood Small Business Perspective ,2010,Economic Development Quarterly,Sage/Upjohn Institute,Journal Article,https://journals.sagepub.com/doi/abs/10.1177/0891242410370679,North America,United States,English,,"Culture, Placemaking, and Black Geographies",Development and Gentrification,Municipal Policy and Governance,No,
"Roberts, Andrea",,"Preservation without Representation: Making CLG Programs Vehicles for Inclusive Leadership, Historic Preservation, and Engagement",2020,Societies,,Journal Article,https://www.mdpi.com/2075-4698/10/3/60,North America,United States,English,,Community Organizing and Citizen Participation,"Politics of Land, Property, and Colonialism",Municipal Policy and Governance,Yes,
"Roberts, Andrea","Matos, Melina",Adaptive liminality: Bridging and bonding social capital between urban and rural Black meccas,2020,Journal of Urban Affairs,,Journal Article,https://www.researchgate.net/publication/340047546_Adaptive_liminality_Bridging_and_bonding_social_capital_between_urban_and_rural_Black_meccas,North America,United States,English,Urban History,Black Perspectives on Planning Practice and Education,Community Organizing and Citizen Participation,"Culture, Placemaking, and Black Geographies",No,
"Roberts, Andrea","Kelly, Grace",Remixing as Praxis: Arnstein's Ladder Through the Grassroots Preservationist's Lens,2019,Journal of the American Planning Association,,Journal Article,https://www.researchgate.net/publication/334154963_Remixing_as_Praxis_Arnstein's_Ladder_Through_the_Grassroots_Preservationist's_Lens,North America,United States,English,,Black Perspectives on Planning Practice and Education,Community Organizing and Citizen Participation,,No,
"Roberts, Andrea",,Performance as place preservation: The role of storytelling in the formation of Shankleville Community's Black counterpublics,2018,Journal of Community Archaeology & Heritage,,Journal Article,https://www.researchgate.net/publication/325476587_Performance_as_place_preservation_The_role_of_storytelling_in_the_formation_of_Shankleville_Community's_Black_counterpublics,North America,United States,English,Urban History,Community Organizing and Citizen Participation,"Culture, Placemaking, and Black Geographies",,No,
"Coates, Ta-Hehisi ",,Une colère noire: Lettre à mon fils,2015,,Spiegel & Grau,Book - Entire,https://www.leslibraires.ca/livres/une-colere-noire-lettre-a-mon-ta-nehisi-coates-9782290134245.html,North America,United States,French,,,"Crime, Policing, and Surveillance",,No,
"Fanon, Frantz",,Les damnés de la terre,1961,,Éditions  La  Découver-te/Poche,Book - Entire,http://classiques.uqac.ca/classiques/fanon_franz/damnes_de_la_terre/damnes_de_la_terre.html,Global,Multiple countries / Global,French,"Politics of Land, Property, and Colonialism",Urban History,,,Yes,
"Maynard, Robyn",,NoirEs sous surveillance,2018,,Mémoire d'encrier,Book - Entire,https://www.leslibraires.ca/livres/noires-sous-surveillance-esclavage-repression-et-robyn-maynard-9782897125776.html,North America,Canada,French,Community Organizing and Citizen Participation,"Crime, Policing, and Surveillance",,,No,
"Mayer, Étongué Raoul","Soumahoro, Moustapha","Espaces urbains africains sub-sahariens, changements et conflits spatiaux",2014,Revue canadienne de géographie tropicale / Canadian journal of tropical geography,,Journal Article,http://www3.laurentian.ca/rcgt-cjtg,Africa,Multiple countries / Global,French,"Politics of Land, Property, and Colonialism","Culture, Placemaking, and Black Geographies",Municipal Policy and Governance,,Yes,Sub-saharan Africa
"Bazenguissa-Ganga, Rémy ",,Au-delà de l’Atlantique noir : les Afriques des banlieues « mondialisées »,2009,"Carlos Agudelo, Capucine Boidin, Livio Sansone (coord.), Autour de « l’Atlantique noir » perspectives postcoloniales", IHEAL,Book - Chapter,https://books.openedition.org/iheal/2778?lang=fr,Africa,Multiple countries / Global,French,"Politics of Land, Property, and Colonialism","Culture, Placemaking, and Black Geographies",,,Yes,West Africa
"Bazenguissa-Ganga, Rémy","Agier, Michel", L’Afrique des banlieues françaises,2012,,,Book - Chapter,https://www.leslibraires.fr/livre/4067174-l-afrique-des-banlieues-francaises-michel-agier-remy-bazenguissa-paari,Africa,Multiple countries / Global,French,"Politics of Land, Property, and Colonialism",,,,No,West Africa
"Ndiaye, Pap",,La condition noire,2008,,Calmann-Lévy,Book - Entire,https://www.leslibraires.ca/livres/condition-noire-pap-ndiaye-9782702138076.html,Europe,France,French,"Crime, Policing, and Surveillance",Segregation and Redlining,Urban History,,No,
"Cadogan, Garnette",,Walking While Black,2016,Literary Hub,,Online Material,https://lithub.com/walking-while-black/,North America,Canada,English,"Culture, Placemaking, and Black Geographies",Public Space and Parks,,,,
"McKittrick, Katherine",,"On plantations, prisons, and a black sense of place",2011,Social & Cultural Geograph,,Journal Article,https://www.tandfonline.com/doi/abs/10.1080/14649365.2011.624280,North America,Canada,English,"Culture, Placemaking, and Black Geographies",,,,,
"Pitter, Jay",,Urban Density: Confronting the Distance Between Desire and Disparity,2020,Azure ,,Online Material,https://www.azuremagazine.com/article/urban-density-confronting-the-distance-between-desire-and-disparity/,North America,Canada,English,Black Perspectives on Planning Practice and Education,"Culture, Placemaking, and Black Geographies",Public Housing and Cooperatives,,,
"Teelucksingh, Cheryl",,Claiming Space: Racialization in Canadian Cities,2006,,Wilfrid Laurier University Press,Book - Entire,https://www.wlupress.wlu.ca/Books/C/Claiming-Space,North America,Canada,English,"Culture, Placemaking, and Black Geographies",,,,,
"Deadwyler, Nedra",,There Is a Tremendous Untold Story of Black People on Bikes,2020,Bicycling,,Online Material,https://www.bicycling.com/culture/a33327242/bikes-nedra-deadwyler/,North America,United States,English,Black Perspectives on Planning Practice and Education,Transportation,,,,
"Butler, Tamika",,How Bike Riders Can Be Anti-Racist,2020,Bicycling,,Online Material,https://www.bicycling.com/culture/a33379403/anti-racist-cyclists/,North America,United States,English,Racial and Social Justice,Transportation,,,,
"Morrison, Vanessa",,Sacred Black Spaces: Placemaking Through a Mobile Barbershop,2019,black + urban,,Online Material,https://www.blackandurban.com/social-urbanism/2019/8/25/sacred-black-spaces-placemaking-through-a-mobile-barbershop,North America,United States,English,"Culture, Placemaking, and Black Geographies",,,,,
"Butler, Tamika",,Rethinking White Spaces: Moving from Diversity to Inclusion,2017,,,Video,https://www.youtube.com/watch?v=W_D-qQoGjW4,North America,United States,English,,"Culture, Placemaking, and Black Geographies",Racial and Social Justice,,,
"Butler, Tamika",,I'm Not your N*gger: Can Vision Zero Work in a Racist Society?,2017,TransAlt Vision Zero Cities Conference,,Video,https://www.youtube.com/watch?v=KSmKQfh1zFk,North America,United States,English,Racial and Social Justice,Transportation,,,,
"Butler, Tamika",,Transportation as Anti-Oppression Work Part 1,2017,,,Video,https://www.youtube.com/watch?v=J1h8fVovoBs,North America,United States,English,Racial and Social Justice,Transportation,,,,
"Butler, Tamika",,Transportation as Anti-Oppression Work Part 2,2017,,,Video,https://www.youtube.com/watch?v=NvEUGkahlR8,North America,United States,English,Racial and Social Justice,Transportation,,,,
"Butler, Tamika",,Transportation as Anti-Oppression Work Part 3,2017,,,Video,https://www.youtube.com/watch?v=_UTGWqgyMyw,North America,United States,English,Racial and Social Justice,Transportation,,,,
"Letchimy, Serge",,De l'habitat précaire à la ville: l'exemple martiniquais,1992,,L'Harmattan,Book - Entire,https://www.editions-harmattan.fr/index.asp?navig=catalogue&obj=livre&no=3401&razSqlClone=1,Caribbean,Martinique,French,,Architecture and Urban Design,Black Perspectives on Planning Practice and Education,"Politics of Land, Property, and Colonialism",,
"Letchimy, Serge",,Letchimy: ''Un urbanisme progressiste'',2010,Politiques publiques,,Online Material,http://politiques-publiques.com/martinique/letchimy-un-urbanisme-progressiste/,Caribbean,Martinique,French,,Municipal Policy and Governance,Black Perspectives on Planning Practice and Education,"Politics of Land, Property, and Colonialism",,
"Domi, Serge","Rolle, William","Vieux-Pont ou les oubliés de la mangrove. Urbanisation, marginalisation à la Martinique ",2005,,,Book - Entire,https://www.lalibrairie.com/livres/vieux-pont-ou-les-oublies-de-la-mangrove--urbanisation-marginalisation-a-la-martinique_0-246814_9782844502483.html,Caribbean,Martinique,French,,,Black Perspectives on Planning Practice and Education,"Politics of Land, Property, and Colonialism",,
William Rolle,Mathieu Petit,"Le travail des ''pionniers''. De Texaco à Vieux Pont, anthropologie de ces quartiers",2011,Cahier ville caraibe,Centre de ressources Ville caraïbe,Journal Article,http://www.villecaraibe.com/wp-content/uploads/2011/06/lyannKaraib.pdf,Caribbean,Martinique,French,Municipal Policy and Governance,,Black Perspectives on Planning Practice and Education,"Politics of Land, Property, and Colonialism",,
"Zobda-Zebina, Mylenn",,Quelle(s) culture(s) des quartier(s) pupulaires?,2011,Cahier ville Caraïbe,,Journal Article,http://www.villecaraibe.com/wp-content/uploads/2011/06/lyannKaraib.pdf,Caribbean,Martinique,French,"Politics of Land, Property, and Colonialism","Politics of Land, Property, and Colonialism",,,,
Albert Mangonès,,En toute urbanité,2001,,Éditions Mémoire,Book - Entire,https://catalog.princeton.edu/catalog/3469287,Caribbean,Haïti,French,"Culture, Placemaking, and Black Geographies","Politics of Land, Property, and Colonialism",Urban History,,,
"Chamoiseau, Patrick",,Texaco,1992,,Gallimard,Book - Entire,https://www.babelio.com/livres/Chamoiseau-Texaco/46384,Caribbean,Martinique,French,Black Perspectives on Planning Practice and Education,"Politics of Land, Property, and Colonialism",Urban History,,,
"Duranty, Malik",,Observation sur deux quartiers populaires,2011,Centre de ressources Ville caraïbe,,Journal Article,http://www.villecaraibe.com/wp-content/uploads/2011/06/lyannKaraib.pdf,Caribbean,Martinique,French,"Culture, Placemaking, and Black Geographies",Public Space and Parks,Community Organizing and Citizen Participation,,,
"Birota, Gille",,Oeuvre pour un cadre de vie de qualité,2018,La Mouïna Martinique,"Conseil d'Architecture, d'Urbanisme et de l'Environnement",Journal Article,https://www.caue-martinique.com/wp-content/uploads/2018/07/publi-38-la-mouina-n-8-oeuvrer-pour-un-cadre-de-vie-de-qu.pdf,Caribbean,Martinique,French,,Municipal Policy and Governance,"Sustainability, Environment, and Health",,,
"Mangenda Holy, Holenu",,Kinshasa. Urbanisation et enjeux écologiques durables,2020,,L'Harmattan,Book - Entire,https://www.editions-harmattan.fr/index.asp?navig=catalogue&obj=livre&no=65107,Africa,Congo,French,Municipal Policy and Governance,Municipal Policy and Governance,"Sustainability, Environment, and Health",Urban History,,
"Nzuzi, Francis Lelo",,Kinshasa Planification & Aménagement,2011,,L'Harmattan RDC,Book - Entire,https://www.editions-harmattan.fr/index.asp?navig=catalogue&obj=livre&no=34974,Africa,Congo,French,,Architecture and Urban Design,Municipal Policy and Governance,,,
"Nzuzi, Francis Lelo",,"Kinshasa, ville et environnement",2008,,L'Harmattan,Book - Entire,https://books.google.ca/books/about/Kinshasa.html?id=pLT4-LECDJwC&redir_esc=y,Africa,Congo,French,Development and Gentrification,Public Space and Parks,Architecture and Urban Design,"Sustainability, Environment, and Health",,
"Nzuzi, Francis Lelo",,Les bidonvilles de Kinshasa,2018,,L'Harmattan - RDCongo,Book - Entire,https://www.editions-harmattan.fr/index.asp?navig=catalogue&obj=livre&no=58639&razSqlClone=1,Africa,Congo,French,Architecture and Urban Design,"Politics of Land, Property, and Colonialism",Transportation,"Sustainability, Environment, and Health",,
"Moundza, Patrice",,Le quotidien des artères urbaines du Congo. Essai de description et d'analyse spatiale,2017,,L'Harmattan,Book - Entire,https://www.furet.com/livres/le-quotidien-des-arteres-urbaines-du-congo-patrice-moundza-9782343118918.html,Africa,Congo,French,,Public Space and Parks,"Sustainability, Environment, and Health",,,
"Moundza, Patrice",,Dynamique urbaine et vie rurale au Congo-Brazzaville. Observations et enquêtes,2018,,L'Harmattan,Book - Entire,https://www.editions-harmattan.fr/index.asp?navig=catalogue&obj=livre&no=60995,Africa,Congo,French,,Community Organizing and Citizen Participation,Development and Gentrification,"Sustainability, Environment, and Health",,
"Yemmafouo, Artistide",,Urbanisation et espaces périurbains en afrique subsaharienne. Pratiques à l'Ouest-Cameroun,2013,,L'Harmattan,Book - Entire,https://www.editions-harmattan.fr/index.asp?navig=catalogue&obj=livre&no=39798&razSqlClone=1,Africa,Cameroun,French,,"Culture, Placemaking, and Black Geographies",Development and Gentrification,"Sustainability, Environment, and Health",,
"Onana, Janvier",,Gouverner le désordre urbain. Sortir de la tragique impuissance de la puissance publique au Cameroun,2019,,L'Harmattan,Book - Entire,https://www.editions-harmattan.fr/index.asp?navig=catalogue&obj=livre&no=63370,Africa,Cameroun,French,,Community Organizing and Citizen Participation,Urban History,"Sustainability, Environment, and Health",,
"Della, André Alla",,Urbanisation et risques naturels en afrique subsaharienne. L'exemple de l'agglomération d'Abidjan (Côte d'Ivoire,2019,,L'Harmattan Côte d'Ivoire,Book - Entire,https://www.editions-harmattan.fr/index.asp?navig=catalogue&obj=livre&no=64356,Africa,Côte d'Ivoire,French,,Development and Gentrification,,"Sustainability, Environment, and Health",,
"Sané, Youssouph",,La politique de l'habitat au Sénégal: une mutation permanente,2013,Dynamiques urbaines,,Journal Article,https://journals.openedition.org/com/6913?lang=fr,Africa,Senégal,French,"Politics of Land, Property, and Colonialism","Sustainability, Environment, and Health",Development and Gentrification,Urban History,,
